Loc_ID,Lat,Long
41270,38.19754,-0.55346
41271,38.43023,-3.18066
41272,38.46333,-4.5
41273,39.26329,-6.59665
41274,39.66667,-2.21333
41275,37.99,-6.46333
41276,39.75824,-3.05079
41277,38.23144,-6.0081
41278,37.61257,-4.90547
41279,39.93894,3.43815
41280,38.89,-0.93333
41281,38.38108,-4.61003
41282,39.95955,-7.16122
41283,39.98505,-2.85915
41284,37.7556,-2.7248
41285,40.2676,4.6399
41286,39.97367,-2.98813
41287,37.66239,-7.01413
41288,38.54695,-3.14025
41289,27.77623,-16.98592
41290,36.52155,-2.94273
41291,36.49006,-2.12695
41292,39.22709,0.31034
41293,36.92345,-1.45905
41294,37.4084,-3.41983
41295,39.27033,-4.57128
41296,39.09333,-1.04
41297,37.28844,-2.45686
41298,37.07262,-4.44045
41299,36.51244,-3.12539
41300,38.01178,-2.48587
41301,36.89407,-2.75155
41302,39.58687,-5.37641
41303,35.87456,-5.61953
41304,28.37892,-15.8933
41305,39.74595,-2.59404
41306,39.29667,-2.38667
41307,38.59122,-5.90999
41308,38.56667,-5.51667
41309,39.03059,-7.32036
41310,37.90511,-6.40432
41311,39.35866,-2.62135
41312,38.6371,-6.84648
41313,27.50628,-17.54578
41314,28.35562,-15.80725
41315,36.69618,-2.70287
41316,28.3633,-15.27623
41317,38.63518,-0.20696
41318,27.80944,-16.91664
41319,38.76637,-7.1586
41320,37.98889,-6.47371
41321,38.3801,-6.13847
41322,40.09042,2.2523
41323,39.16561,-0.5089
41324,40.3,-0.76
41325,39.21575,-0.37104
41326,39.25667,-2.37667
41327,38.55254,-3.4021
41328,37.4256,-3.86038
41329,37.77618,-5.74422
41330,38.60667,-6.14667
41331,38.55243,-6.73965
41332,38.03518,-5.65403
41333,39.71148,-7.61435
41334,39.76975,-0.71739
41335,40.13635,-4.85544
41336,39.22542,-6.36765
41337,36.42835,-4.58235
41338,37.96903,-3.4345
41339,38.44211,-3.02483
41340,39.54588,-6.37622
41341,38.63858,-4.5092
41342,38.25877,-7.08202
41343,40.11588,-4.93296
41344,40.17659,-5.88307
41345,38.76514,-1.33703
41346,39.64433,-5.77183
41347,39.44919,-5.22951
41348,38.92289,-5.53
41349,37.50516,-6.14093
41350,39.90667,-0.83
41351,38.04,-6.53667
41352,37.0874,-2.69485
41353,39.81179,-3.37493
41354,37.76881,-6.52847
41355,37.5446,-2.51491
41356,38.49045,-1.65007
41357,36.59087,-2.71523
41358,39.62938,-2.48143
41359,37.03777,-5.056
41360,37.69328,-3.0405
41361,37.32948,-2.62607
41362,36.80224,-1.52497
41363,39.30138,-3.23404
41364,39.71333,-1.01
41365,28.71372,-14.34722
41366,40.13667,-1.40333
41367,39.78786,-5.49203
41368,39.30233,-6.61759
41369,37.68606,-7.2268
41370,40.29264,-3.20809
41371,37.36037,-2.91545
41372,40.10087,-2.37502
41373,36.48075,-6.49586
41374,38.49333,-6.32
41375,38.76951,-0.20777
41376,40.09057,-4.54655
41377,38.1188,-1.80229
41378,39.33852,-1.97171
41379,39.56749,-3.28133
41380,36.37793,-3.65233
41381,40.28195,-3.91349
41382,39.45918,-5.58581
41383,38.36872,-1.08222
41384,38.17537,-3.20902
41385,39.74664,-5.82052
41386,38.4254,-2.90998
41387,38.04293,-0.57396
41388,39.7131,-6.59941
41389,38.3196,-3.69259
41390,39.76705,-0.85546
41391,37.02035,-4.16976
41392,39.73565,-5.77335
41393,39.2914,-6.88858
41394,38.64446,-0.21727
41395,39.45068,-6.3426
41396,39.6084,-2.91107
41397,40.28675,-6.78712
41398,38.06748,-4.34776
41399,38.85441,-6.4361
41400,38.21913,-7.1058
41401,38.14051,-3.58731
41402,38.21417,-3.43994
41403,39.89837,-5.42238
41404,40.04425,-5.14186
41405,37.14456,-3.68609
41406,38.84667,-5.02667
41407,37.6975,-3.2378
41408,37.22588,-4.87381
41409,39.53384,-5.47404
41410,39.59333,-0.06333
41411,39.33785,-3.42105
41412,38.41143,-0.4616
41413,39.51749,-6.1695
41414,40.25667,-1.02333
41415,39.45218,-2.65431
41416,37.68281,-6.37589
41417,37.05721,-5.23511
41418,39.05629,-0.57466
41419,39.5581,-3.72263
41420,37.29904,-5.38403
41421,38.21213,-1.39191
41422,39.51667,-0.70333
41423,29.41326,-14.00647
41424,36.94606,-2.74326
41425,29.09,-18.34
41426,38.18072,-0.96776
41427,29.30108,-13.28502
41428,38.3594,-0.19617
41429,38.31057,-2.44215
41430,39.19453,-0.69993
41431,36.60393,-2.95679
41432,27.75062,-15.85909
41433,39.34541,-3.11429
41434,28.39243,-15.80915
41435,28.32508,-16.01543
41436,29.37049,-13.19397
41437,28.13667,-16.01667
41438,39.8,-2.48667
41439,37.30358,-4.60913
41440,28.33186,-17.56394
41441,35.66393,-5.20695
41442,38.92,-1.59667
41443,28.73667,-16.51333
41444,39.36333,-5.23333
41445,38.90861,-6.62713
41446,40.33844,-0.64719
41447,40.21,-0.88333
41448,40.31701,-5.28982
41449,39.23794,-6.37856
41450,40.32348,-5.18076
41451,40.09715,-5.92146
41452,38.63697,-4.87423
41453,37.54797,-2.6347
41454,28.81688,-16.04016
41455,38.66667,0.08333
41456,39.9,-0.75667
41457,37.38992,-2.00084
41458,39.48,-0.30333
41459,37.01866,-2.02817
41460,39.5426,-0.71114
41461,40.18,-0.08
41462,40.00333,-0.54
41463,37.18505,-2.88769
41464,38.59062,-2.6936
41465,37.49761,-2.42349
41466,37.32863,-3.72542
41467,39.99073,3.05008
41468,39.27747,-3.65448
41469,40.15667,-0.03667
41470,37.01176,-2.01828
41471,40.14623,2.32521
41472,39.60333,-0.03667
41473,39.07527,-6.83899
41474,39.60581,-2.44205
41475,38.67232,-1.61485
41476,39.75849,-1.80173
41477,38.64718,-4.67969
41478,39.25254,2.63034
41479,40.07333,-1.62333
41480,38.64333,0.01333
41481,39.75667,-0.80667
41482,38.05983,-2.1819
41483,39.80667,-0.56667
41484,37.00237,-2.05844
41485,37.4242,-4.51773
41486,39.74997,-5.91242
41487,39.94488,-4.66387
41488,37.04283,-6.31317
41489,37.19397,-5.48177
41490,38.93831,2.70274
41491,40.16735,-5.50263
41492,39.4992,-5.82034
41493,40.03333,-0.77333
41494,37.03485,-2.82913
41495,38.42804,-0.29824
41496,38.75667,-0.19
41497,38.59014,-0.8314
41498,39.39504,3.21069
41499,39.33221,-0.90784
41500,38.92926,0.09695
41501,38.48667,-6.82667
41502,37.89777,-2.34229
41503,39.55,-0.85333
41504,39.99333,-0.06667
41505,39.13333,0.00667
41506,37.12819,-4.41325
41507,38.13729,-0.42779
41508,28.79667,-16.76667
41509,39.48284,-5.34781
41510,38.7164,-0.2255
41511,38.97132,-7.44766
41512,37.66861,-3.40092
41513,37.72147,-1.39877
41514,37.90829,-2.82762
41515,37.12553,-5.67106
41516,27.994,-17.15618
41517,39.2984,-6.74362
41518,38.06382,-3.84093
41519,39.56657,3.72121
41520,28.11613,-16.78876
41521,38.52165,-0.9358
41522,38.29,-6.52667
41523,39.69461,2.77907
41524,39.1915,-6.40881
41525,38.22421,-6.95799
41526,39.94942,-2.08306
41527,39.95111,3.08317
41528,39.37143,2.80215
41529,27.54174,-15.89071
41530,36.58479,-2.23126
41531,39.36457,1.89409
41532,39.92361,3.18864
41533,38.97,-5.3
41534,37.25294,-4.46362
41535,38.70162,-3.87953
41536,28.81824,-15.93462
41537,38.94241,-3.0865
41538,40.26,-1.62667
41539,38.94759,-2.53618
41540,40.28104,-2.80787
41541,38.98635,-6.14561
41542,28.29351,-18.11421
41543,28.39197,-15.87425
41544,38.17665,-7.52735
41545,37.49245,-6.34385
41546,40.07238,-4.36904
41547,38.98823,-5.69027
41548,39.41118,-6.33158
41549,37.0577,-7.04908
41550,38.00376,-5.18409
41551,27.74163,-16.73331
41552,35.81067,-4.99415
41553,39.30007,-5.86645
41554,37.47568,-0.43102
41555,38.43493,-2.57276
41556,38.38,-5.3
41557,28.3891,-16.14126
41558,37.60972,-1.16904
41559,28.45826,-16.25708
41560,40.15404,-4.29252
41561,40.04186,-4.72796
41562,39.52,-1.92667
41563,39.44939,3.88819
41564,37.73758,-5.86346
41565,37.83268,-7.83546
41566,37.11808,-6.6515
41567,39.46129,-2.05079
41568,39.29009,3.5838
41569,38.11681,-3.48605
41570,36.92667,-6.49139
41571,28.74276,-16.25015
41572,39.41104,-0.12705
41573,36.98813,-6.37731
41574,38.74148,-0.83623
41575,38.69891,1.14397
41576,39.19621,2.7392
41577,38.53667,0.95333
41578,36.41048,-2.42912
41579,38.18626,-1.13736
41580,28.40617,-16.948
41581,39.01566,1.08893
41582,36.1159,-6.50817
41583,39.21967,-0.42406
41584,28.0953,-16.72014
41585,39.7741,-2.82819
41586,39.30598,3.21769
41587,39.18399,-2.94148
41588,27.52481,-15.25329
41589,37.08515,-6.74597
41590,39.52972,-5.09901
41591,28.65093,-13.313
41592,39.31068,1.62362
41593,39.60363,-5.73206
41594,38.09091,-7.06423
41595,38.9002,-7.13627
41596,37.0906,-5.77049
41597,39.80018,-7.33758
41598,36.34277,-3.23717
41599,38.27297,-2.95038
41600,38.90025,-1.23202
41601,37.20463,-4.33434
41602,36.81036,-4.39576
41603,39.32333,0.09333
41604,39.16102,-0.41559
41605,39.56061,-2.49502
41606,38.54382,-4.26768
41607,40.24667,-1.05667
41608,37.75916,-3.64448
41609,36.9469,-4.70827
41610,37.72759,-3.78254
41611,38.65775,-2.57321
41612,39.26933,0.01885
41613,36.49947,-3.68816
41614,39.66814,-5.71347
41615,39.64083,-2.45525
41616,38.58205,-0.57765
41617,39.39465,-0.20482
41618,36.96545,-6.7522
41619,39.8066,-4.57821
41620,37.61754,-7.51889
41621,36.45419,-2.30475
41622,37.09231,-5.47709
41623,40.06199,-5.34081
41624,38.43799,-0.33544
41625,39.93333,0
41626,39.22962,-5.16855
41627,39.05807,-2.79042
41628,38.95956,-6.38001
41629,38.89,-2.83
41630,39.59074,-5.95397
41631,38.9,0.01667
41632,37.26508,-2.81302
41633,37.31727,-4.63318
41634,36.37715,-4.63583
41635,39.65206,-3.893
41636,38.47338,-0.98557
41637,38.23177,-6.57768
41638,39.25,-0.95667
41639,39.13363,-4.06363
41640,39.11834,-1.42044
41641,38.68252,-5.47868
41642,38.22725,0.01843
41643,38.56333,-6.26
41644,39.55,-2.26667
41645,37.71619,-1.20981
41646,28.69645,-16.21575
41647,39.68333,-0.22
41648,39.27817,0.13761
41649,36.63523,-3.06178
41650,39.16651,-0.74991
41651,38.71126,-0.06543
41652,38.59248,0.18228
41653,37.71458,-0.48904
41654,39.87002,-2.26086
41655,38.95333,-2.29333
41656,39.97369,-2.73165
41657,38.44595,-6.02233
41658,38.22338,-3.41561
41659,39.5197,-1.08
41660,39.17111,-3.64741
41661,36.82253,-3.06653
41662,39.92667,0.04
41663,37.66763,-2.85056
41664,37.71744,-2.7308
41665,28.42333,-18.03333
41666,29.10886,-17.64599
41667,37.74154,-1.40496
41668,37.59302,-3.22832
41669,40.08383,-3.81233
41670,36.30274,-4.84979
41671,39.98514,2.82759
41672,39.95869,0.05667
41673,37.31209,-5.86304
41674,36.86819,-6.58011
41675,38.29712,-4.48734
41676,39.0136,-3.08148
41677,39.12283,-5.48407
41678,38.92631,-5.55875
41679,28.86038,-14.22272
41680,28.72397,-16.85867
41681,37.74943,-4.41686
41682,38.03544,-3.1932
41683,39.38333,-0.10667
41684,39.29,-0.15
41685,38.77,-6.1
41686,38.8063,-6.95764
41687,39.17667,-2.03667
41688,38.97032,-6.58584
41689,38.24766,-2.57605
41690,37.78333,-5.74333
41691,38.36455,-6.46216
41692,39.29441,-6.24592
41693,37.26427,-6.89878
41694,38.78564,-4.21966
41695,37.60156,-2.80961
41696,39.3944,-3.15435
41697,38.63648,-4.87633
41698,37.30226,-4.8423
41699,37.78807,-3.87523
41700,36.39756,-5.85589
41701,38.98333,-3.52333
41702,38.48989,-2.49101
41703,40.17645,-2.56936
41704,39.06095,-1.57192
41705,38.45333,-2.03532
41706,38.07906,-5.17827
41707,38.99558,-2.51617
41708,38.06256,-2.63367
41709,39.07022,-2.27212
41710,38.58617,-0.59594
41711,38.20205,-5.46726
41712,38.76618,-3.78407
41713,37.28193,-3.61066
41714,40.14233,-6.86433
41715,39.58757,-6.95218
41716,39.19434,2.65197
41717,37.49102,-4.51501
41718,36.39466,-3.62816
41719,39.00258,0.2291
41720,39.49678,2.71626
41721,38.85,-0.00667
41722,36.85759,-2.89375
41723,40.13765,-3.84792
41724,39.2655,-3.59137
41725,37.64946,-1.84444
41726,29.16426,-13.50814
41727,39.07194,-5.70786
41728,38.42524,-0.70271
41729,36.36543,-4.39833
41730,40.11667,-1.73667
41731,36.89109,-3.37967
41732,38.05164,-0.65196
41733,37.51346,-3.13215
41734,39.35176,-0.7387
41735,39.96639,-2.80592
41736,37.04457,-3.78861
41737,38.56143,-0.49286
41738,37.70337,-5.99097
41739,37.48591,-0.42256
41740,39.46417,-6.59588
41741,38.63536,-3.77512
41742,38.69074,-4.46084
41743,39.76667,-0.11
41744,39.79333,-0.05333
41745,38.50628,-1.89662
41746,40.03333,-0.6
41747,40.01351,2.79312
41748,39.52807,-6.95589
41749,37.27931,-4.57163
41750,40.0813,-4.98726
41751,40.17288,-5.77065
41752,38.3288,-2.345
41753,37.98,-5.56667
41754,38.49019,-4.79405
41755,37.31892,-5.00504
41756,36.84231,-3.24901
41757,37.35008,-3.28946
41758,39.49522,-6.07251
41759,39.02285,-2.64664
41760,37.8729,-2.83134
41761,38.79848,-4.46325
41762,37.64686,-4.1456
41763,36.87604,-4.5742
41764,38.48312,0.39411
41765,39.9,-1.02667
41766,36.54619,-2.74689
41767,37.59338,-2.77148
41768,37.35999,-7.02499
41769,39.66667,-0.11333
41770,36.19246,-6.17578
41771,36.64222,-3.31343
41772,38.22751,-2.74421
41773,37.81948,-6.09248
41774,39.87,-0.73333
41775,37.80764,-1.89526
41776,39.11502,0.29554
41777,36.32629,-4.82916
41778,36.93047,-5.16703
41779,40.07667,-2.18333
41780,36.59015,-3.02096
41781,37.60457,-6.57471
41782,39.02277,-5.7849
41783,36.92225,-6.40863
41784,40.30664,-2.92776
41785,39.25927,-0.54411
41786,39.18939,2.33024
41787,38.08024,-4.96121
41788,39.28672,-0.60028
41789,37.64851,-4.88261
41790,39.6,-2.11333
41791,40.34,-2.18333
41792,28.65039,-13.7776
41793,39.77333,-0.81667
41794,37.37813,-3.09367
41795,36.66462,-3.22678
41796,36.76846,-4.02321
41797,39.21427,-0.04399
41798,37.18582,-4.06979
41799,40.39096,-4.82539
41800,37.56765,-4.74747
41801,39.32398,-3.12553
41802,39.27977,-2.39998
41803,40.23726,-5.55371
41804,37.26259,-3.06379
41805,38.38483,-0.62401
41806,37.1553,-1.90292
41807,39.24826,-3.49577
41808,38.66617,-5.87441
41809,38.20397,0.03701
41810,37.97742,-2.32487
41811,37.4212,-2.11752
41812,39.17041,-0.37278
41813,38.96509,-1.85724
41814,40.39421,-3.92227
41815,38.43667,-0.30667
41816,38.32606,-0.37313
41817,39.12817,0.3672
41818,39.61667,0.08
41819,37.23418,-4.87678
41820,37.05445,-2.64754
41821,36.77475,-2.1243
41822,40.06,-0.21333
41823,39.22667,-2.48
41824,39.42,-1.68333
41825,39.23667,-0.88
41826,40.10101,-2.72589
41827,37.75802,-6.49603
41828,38.39051,-6.45402
41829,37.91595,-7.21873
41830,38.52971,0.20065
41831,39.55436,-4.30684
41832,37.777,-1.04261
41833,36.26486,-5.20561
41834,36.73861,-2.37524
41835,36.80913,-3.25772
41836,39.59785,-3.8882
41837,37.76265,-4.46018
41838,39.49362,-0.51643
41839,37.9263,-4.77759
41840,37.98479,-0.36773
41841,38.89629,-7.08901
41842,40.13094,-3.82408
41843,40.34061,-3.76001
41844,37.85017,-3.95615
41845,36.89909,-3.89768
41846,37.29655,-2.56595
41847,36.6676,-3.19949
41848,37.75213,-6.32894
41849,37.99627,-6.94967
41850,38.45751,-1.91202
41851,37.15278,-3.4844
41852,28.70818,-13.92386
41853,39.90918,-5.75766
41854,39.9829,-6.3226
41855,38.92333,-1.39667
41856,39.12481,-4.18155
41857,39.50198,-0.31469
41858,38.77436,-5.1681
41859,39.26389,-5.72328
41860,38.90573,-4.89133
41861,40.06929,-4.76359
41862,40.28158,-5.21064
41863,39.51333,-0.85
41864,39.95526,-4.11012
41865,39.41,-1.78667
41866,40.05,-0.75667
41867,39.48771,-3.54434
41868,39.17667,-0.75
41869,37.22504,-2.70945
41870,39.0912,-0.03608
41871,40.08661,2.68559
41872,38.42037,0.28792
41873,38.37704,-1.45004
41874,39.41217,-2.14068
41875,37.69095,-1.10014
41876,38.0158,-0.12529
41877,40.35,-1.04667
41878,27.80136,-15.22917
41879,36.45066,-3.1779
41880,39.54333,-1.42333
41881,39.17667,-1.57333
41882,39.20189,-3.20994
41883,40.24201,-1.95958
41884,36.78084,-5.81403
41885,38.28866,-0.16516
41886,38.54928,-2.25183
41887,36.86723,-3.56505
41888,38.50989,-3.91813
41889,39.33492,-4.10394
41890,37.87186,-4.18164
41891,39.86742,2.60189
41892,38.97333,-0.94667
41893,38.34409,-4.7234
41894,38.03249,-2.74404
41895,37.89168,-3.35368
41896,37.20627,-4.29805
41897,39.22839,-6.30785
41898,39.00802,-3.17441
41899,38.54129,-0.04123
41900,39.3403,-0.992
41901,38.20876,-5.81569
41902,37.82,-5.87
41903,37.9879,-5.00779
41904,37.39531,-5.87145
41905,37.89223,-3.13527
41906,36.42684,-4.8699
41907,37.69308,-3.69898
41908,39.60425,-4.32214
41909,39.17856,-0.93722
41910,40.17,-2.22
41911,38.90548,-6.54914
41912,38.80667,-2.40667
41913,40.23994,-2.32038
41914,40.03369,-2.89911
41915,37.90996,-5.14935
41916,38.53021,-0.09582
41917,39.00667,-0.3
41918,39.92888,-2.42046
41919,38.06809,-0.52062
41920,38.08027,-0.3485
41921,38.39333,-5.91667
41922,36.25027,-4.44192
41923,39.41907,0.25299
41924,39.22555,-0.77551
41925,37.4432,-3.22724
41926,37.12592,-4.00783
41927,37.52534,-4.29686
41928,38.83717,-2.55939
41929,38.39456,-1.56763
41930,37.4502,-1.46102
41931,39.96417,-5.46247
41932,36.93559,-7.14851
41933,38.54598,-0.3915
41934,28.24385,-16.11538
41935,37.08134,-3.94514
41936,37.00959,-4.13651
41937,39.63934,-3.56716
41938,39.84523,-0.03825
41939,38.662,-5.98893
41940,39.35036,-0.49007
41941,40.2123,-5.90274
41942,40.09667,-1.13333
41943,39.83333,-1.27
41944,39.60052,-2.01176
41945,38.43082,0.00726
41946,39.63,-0.38667
41947,40.20917,-5.88079
41948,36.93575,-4.23728
41949,38.61442,-4.19047
41950,39.84448,-3.41618
41951,39.52127,-6.29841
41952,38.88616,-3.75096
41953,39.42587,-5.92637
41954,39.24611,-6.04366
41955,39.69014,3.75387
41956,38.35978,-3.43884
41957,39.27554,-5.55335
41958,39.25954,-4.67418
41959,39.30198,-3.6433
41960,34.92369,-3.33833
41961,39.21333,0.01667
41962,36.79695,-6.22717
41963,37.99333,-6.72
41964,38.60265,-6.28785
41965,28.21906,-17.44801
41966,37.9192,-1.63493
41967,40.09411,-4.32962
41968,36.77417,-7.11444
41969,40.29333,-0.06667
41970,40.10738,-6.41825
41971,28.16056,-15.89602
41972,38.37833,-2.7061
41973,39.41643,-3.47254
41974,39.20667,-0.03333
41975,39.51377,-0.8326
41976,38.02107,-4.29264
41977,36.77867,-4.56347
41978,39.28208,3.06388
41979,38.41549,-4.50029
41980,39.24329,-3.54499
41981,40.07165,-0.85103
41982,37.6712,-5.32949
41983,40.00306,3.413
41984,37.32023,-2.53454
41985,36.999,-5.78681
41986,37.68639,-2.83353
41987,36.18543,-4.53583
41988,36.88764,-3.23493
41989,37.72987,-6.09295
41990,39.98549,-3.41249
41991,38.65915,-3.68991
41992,38.74059,-0.85978
41993,39.85139,-0.85349
41994,36.01645,-5.60026
41995,39.35966,2.57284
41996,39.15404,-6.40041
41997,37.43627,-3.95226
41998,39.17964,2.87955
41999,40.23746,-4.87988
42000,40.37962,-5.65609
42001,38.3547,-6.00054
42002,39.80664,-6.9076
42003,37.75667,-5.30333
42004,39.51668,-4.24419
42005,37.03016,-4.08034
42006,39.55291,-5.43589
42007,37.03461,-5.75391
42008,37.76301,-5.41951
42009,39.53667,-2.08333
42010,39.49853,4.64583
42011,38.00667,-5.44333
42012,39.66138,-3.54164
42013,38.51648,-5.37437
42014,39.81526,-6.08568
42015,38.93333,-2.18
42016,38.73858,-5.9674
42017,39.13823,-3.88196
42018,39.01333,-0.39333
42019,37.67318,-2.65087
42020,37.18797,-3.92974
42021,37.66653,-3.15699
42022,37.95329,-1.46974
42023,37.09831,-3.084
42024,36.92942,-2.9315
42025,38.52667,-0.63333
42026,40.3351,-4.30279
42027,38.58333,-0.69
42028,37.70396,-7.03926
42029,37.04881,-4.14522
42030,37.73035,-2.05496
42031,36.72037,-1.88095
42032,37.56538,-2.46677
42033,39.24158,-3.56058
42034,28.7361,-16.48552
42035,38.83,-6.68333
42036,36.81181,-6.22433
42037,39.28665,-4.26205
42038,39.32526,-4.25227
42039,38.39822,-0.38501
42040,36.85704,-5.35802
42041,28.34851,-17.55821
42042,39.26417,-2.47572
42043,37.39918,-5.36429
42044,35.81482,-5.84213
42045,38.08425,-1.18041
42046,40.09,-1.22667
42047,37.76261,-1.57103
42048,39.33333,-0.55667
42049,37.33119,-2.0117
42050,38.00896,-5.89751
42051,36.95926,-4.48759
42052,37.62542,-4.54463
42053,28.50667,-16.88333
42054,37.56887,-4.55129
42055,39.02641,-5.13281
42056,37.26849,-3.5723
42057,38.52876,-6.24365
42058,39.14093,3.27108
42059,40.01933,2.70681
42060,40.05849,2.5469
42061,38.71163,-0.85803
42062,39.23835,2.65493
42063,39.66333,-0.18667
42064,37.83333,-6.36667
42065,38.77,-6.43
42066,39.44671,-0.66944
42067,39.34507,-0.19534
42068,39.97333,-0.9
42069,37.47963,-6.93321
42070,38.43519,-4.00602
42071,40.05331,-3.60618
42072,38.15267,-1.64367
42073,37.49642,-1.02557
42074,39.3197,-2.02419
42075,37.97626,-2.41206
42076,37.64482,-6.82433
42077,36.46613,-4.04426
42078,38.99667,-1.3
42079,37.29077,-5.73529
42080,40.15703,-4.39448
42081,39.58333,-1.25
42082,28.05231,-16.09232
42083,38.03126,-4.51199
42084,37.93915,-0.53799
42085,36.67516,-2.53033
42086,38.42822,-0.93188
42087,39.04997,-3.01394
42088,27.75973,-15.75343
42089,39.26422,-3.5781
42090,39.76871,-3.15524
42091,36.5838,-6.23933
42092,38.14069,-2.82269
42093,37.61771,-1.97419
42094,38.66753,-0.56862
42095,36.84381,-4.37802
42096,39.56667,-1.76
42097,38.79966,-6.37916
42098,37.18613,-5.67091
42099,37.2676,-5.12962
42100,38.04293,-2.42956
42101,39.52208,-4.98933
42102,40.21297,-3.98917
42103,36.91787,-6.42264
42104,37.3809,-5.71837
42105,37.57155,-5.63153
42106,39.20862,-3.48782
42107,40.1392,3.41394
42108,38.9012,-7.0026
42109,37.08605,-6.19231
42110,28.01076,-16.12309
42111,28.95052,-13.55912
42112,38.97372,-0.5269
42113,37.52871,-3.48823
42114,37.24853,-3.7818
42115,39.51,-1.05667
42116,38.68328,-6.89525
42117,37.67233,-2.7773
42118,28.77242,-16.7872
42119,37.85602,-4.88883
42120,36.49809,-5.74777
42121,37.6935,-4.87477
42122,38.29986,-2.67659
42123,37.04491,-4.0376
42124,39.28929,-5.41034
42125,38.08303,-4.01312
42126,28.69294,-17.04079
42127,38.72452,-1.64603
42128,40.22557,-5.58143
42129,39.30961,-6.82747
42130,39.23667,-0.18333
42131,39.0246,-6.32635
42132,38.57045,-5.97978
42133,39.56878,-6.8033
42134,36.88519,-3.47277
42135,38.60559,-3.95535
42136,38.04359,-5.24122
42137,37.19891,-5.7267
42138,38.36339,-3.44561
42139,37.78325,-6.31113
42140,38.34779,-6.44326
42141,39.84458,-2.11272
42142,36.26442,-5.49971
42143,37.27879,-3.58586
42144,36.89083,-3.91407
42145,38.12917,-1.705
42146,36.92475,-4.8756
42147,39.46667,-1.86667
42148,38.22064,-3.73262
42149,37.05119,-5.61412
42150,36.82517,-5.09387
42151,38.21157,-3.0971
42152,38.18086,-0.84263
42153,40.28667,-0.87667
42154,38.02063,-6.3926
42155,36.31645,-5.83606
42156,36.79382,-2.77961
42157,38.64667,0.12333
42158,37.3292,-3.47313
42159,39.08333,-0.21333
42160,38.60333,-0.19667
42161,39.33624,-5.42308
42162,39.50013,-1.43306
42163,39.40333,0.11333
42164,38.04717,-4.31433
42165,39.05063,-0.39129
42166,38.81,-0.70667
42167,37.40922,-4.14028
42168,37.75247,-1.20822
42169,37.52622,-7.07968
42170,38.34935,-3.36512
42171,38.51706,-2.63242
42172,36.40333,-3.83333
42173,37.03258,-3.86762
42174,37.64766,-3.91836
42175,36.46998,-3.99899
42176,36.24273,-4.61956
42177,37.53,-7.00667
42178,37.35344,-3.02046
42179,39.08333,-1.43
42180,27.52086,-15.1406
42181,39.05669,-3.32219
42182,40.0411,2.61093
42183,36.91771,-4.25109
42184,37.28562,-2.99871
42185,40.32079,-4.21743
42186,36.33208,-5.46188
42187,28.73241,-16.37188
42188,37.67106,-3.81313
42189,39.21883,1.75296
42190,38.24533,-0.92225
42191,39.71538,-6.24833
42192,36.7839,-4.30298
42193,37.54622,-3.22011
42194,37.52834,-4.41692
42195,37.61091,-3.81634
42196,37.48104,-2.85116
42197,37.40434,-3.37639
42198,40.18319,-4.01275
42199,40.30901,-2.08875
42200,37.00897,-2.24536
42201,37.20507,-2.1076
42202,37.5666,-3.30024
42203,37.65638,-7.24004
42204,38.03784,-3.15985
42205,37.11972,-3.64226
42206,36.59804,-2.30941
42207,38.6379,-1.86679
42208,37.47333,-4.83333
42209,38.24428,-6.42829
42210,40.14221,-3.37724
42211,39.32,-2.58333
42212,39.40553,-3.20516
42213,39.29297,-4.81663
42214,39.96358,-2.65077
42215,38.6039,-1.25938
42216,38.66844,-1.1733
42217,40.23916,-6.72999
42218,38.93446,-4.45979
42219,38.78333,-5.87333
42220,38.20057,-5.51651
42221,36.90173,-5.97872
42222,37.32586,-3.30769
42223,37.64,-6.26333
42224,39.349,-5.95567
42225,40.10333,-1.21
42226,38.57371,-1.1437
42227,39.59333,-0.9
42228,38.53088,-6.99922
42229,38.057,-6.66517
42230,38.18333,-6.81
42231,39.04616,-6.13129
42232,38.16848,-3.75737
42233,38.29064,-3.69061
42234,39.39551,-6.03692
42235,39.54928,-4.93279
42236,38.8584,-5.39049
42237,39.93865,-7.10619
42238,37.05396,-5.20979
42239,27.82766,-17.55051
42240,39.00452,-5.46001
42241,39.01616,-2.96735
42242,40.24667,-1.11333
42243,38.8406,-2.05096
42244,28.75553,-13.15986
42245,28.6439,-16.73255
42246,37.94262,-5.67626
42247,27.90154,-17.12947
42248,27.79974,-15.95294
42249,36.87759,-3.98691
42250,36.81994,-3.77863
42251,38.49282,-4.03697
42252,36.9663,-5.16433
42253,38.51952,-5.78987
42254,37.69031,-0.99556
42255,36.43467,-3.73079
42256,36.94932,-3.47922
42257,38.83333,-0.76667
42258,38.57539,-0.11585
42259,39.50178,-3.78885
42260,39.7908,-4.98588
42261,39.12665,-4.61104
42262,37.37738,-5.29387
42263,38.43,-5.42667
42264,37.21711,-3.06859
42265,37.13018,-5.05839
42266,37.92667,-5.28333
42267,37.83157,-0.5717
42268,28.51882,-16.97599
42269,36.84817,-3.98667
42270,39.88667,-1.33667
42271,40.2,-1.63667
42272,38.38896,-0.05589
42273,37.69937,-2.65016
42274,39.63333,-1.94333
42275,36.72456,-3.99565
42276,39.77667,-1.03333
42277,39.87333,-0.03667
42278,37.81845,-3.62119
42279,36.99647,-6.44729
42280,39.36333,-0.67667
